Region,Station,Pressure_hPa,Temp_C,Tmax_C,Tmin_C,Tx_dif,Tn_dif,Rain_mm,R1Jan_mm,RH_percent,Wind_dir,Wind_knot,Extraction_Date
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,1007.42,27.2,40.4,1.3,27.1,0.6,0.0,,77,S,3,2026-03-28
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี สกษ.,1009.17,25.2,38.8,0.4,23.5,-1.1,0.0,,84,SE,2,2026-03-28
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี (ศูนย์ฯ),1009.08,26.7,38.3,-0.1,26.2,0.1,0.0,,74,SE,4,2026-03-28
ภาคตะวันออกเฉียงเหนือ,ท่าตูม,1008.73,27.0,38.8,-0.2,25.6,1.6,0.0,,83,WSW,2,2026-03-28
ภาคตะวันออกเฉียงเหนือ,นางรอง,1008.62,23.7,39.7,0.5,22.9,0.0,0.0,,93,C,0,2026-03-28
ภาคกลาง,ตากฟ้า สกษ.,1008.94,27.2,38.6,0.4,24.6,-0.7,0.0,,90,ESE,5,2026-03-28
ภาคกลาง,อุทัยธานี,1008.29,26.8,38.7,0.4,25.0,-1.5,0.0,,94,S,3,2026-03-28
ภาคกลาง,พระนครศรีอยุธยา,1008.85,27.0,38.1,-0.9,26.2,-1.0,0.0,,90,SSE,4,2026-03-28
ภาคกลาง,ปทุมธานี สกษ.,1008.34,26.6,38.0,-0.5,26.5,-1.0,0.0,,91,C,0,2026-03-28
ภาคกลาง,สุพรรณบุรี,1008.86,26.5,38.3,-0.2,25.7,-0.9,0.0,,98,SSW,2,2026-03-28
ภาคกลาง,ลพบุรี,1007.92,26.9,37.7,-0.5,26.9,-0.6,0.0,,89,SSW,3,2026-03-28
ภาคกลาง,น(cid:286)าร่อง,1008.83,28.8,30.6,-0.1,28.6,0.1,0.0,,77,S,10,2026-03-28
ภาคกลาง,สมุทรปราการ สกษ.,1008.64,28.8,32.6,-0.7,28.5,-0.2,0.0,,77,SE,6,2026-03-28
ภาคกลาง,สนามบินสุวรรณภูมิ,1009.36,28.6,34.3,-0.6,27.7,-0.6,0.0,,93,SSE,2,2026-03-28
ภาคกลาง,สมุทรสงคราม,1008.66,28.4,31.9,-0.3,28.3,-0.1,0.0,,82,SSW,6,2026-03-28
ภาคกลาง,กาญจนบุรี,1008.74,26.1,39.5,-0.2,23.2,-0.8,0.0,,84,NNW,2,2026-03-28
ภาคกลาง,ทองผาภูมิ,1008.81,24.2,40.5,0.5,23.8,-0.2,0.0,,86,C,0,2026-03-28
ภาคกลาง,นครปฐม,1008.81,24.9,37.5,-0.4,23.9,-1.3,0.0,,98,C,0,2026-03-28
ภาคกลาง,สนามบินดอนเมือง,1008.49,28.6,36.0,-0.9,28.2,-0.3,0.0,,77,SE,5,2026-03-28
ภาคตะวันออก,นครนายก,1007.89,21.1,28.0,-0.3,18.9,-0.5,0.0,,81,SSE,4,2026-03-28
ภาคตะวันออก,ฉะเชิงเทรา,1010.15,24.5,37.6,-0.7,24.5,-0.4,0.0,,97,C,0,2026-03-28
ภาคตะวันออก,ปราจีนบุรี,1007.69,27.3,38.6,0.3,26.6,-1.1,0.0,,87,C,0,2026-03-28
ภาคตะวันออก,กบินทร์บุรี,1009.14,26.3,37.8,-0.4,25.7,-1.0,0.0,,90,#Error,0,2026-03-28
ภาคตะวันออก,สระแก้ว,1008.85,26.0,38.9,0.4,25.6,-0.1,0.0,,88,C,0,2026-03-28
ภาคตะวันออก,พัทยา,1008.92,27.7,32.6,-0.5,26.7,-0.7,0.0,,83,C,0,2026-03-28
ภาคตะวันออก,สัตหีบ,1008.52,28.0,34.2,-0.4,27.1,-0.4,0.0,,81,S,2,2026-03-28
ภาคตะวันออก,ระยอง,1008.97,28.5,33.5,0.4,28.0,-0.5,0.0,,81,C,0,2026-03-28
ภาคตะวันออก,ห้วยโป่ง สกษ.,1008.36,28.0,33.5,0.5,27.2,-0.3,0.0,,81,C,0,2026-03-28
ภาคตะวันออก,ตราด,1009.02,25.4,33.6,0.5,24.5,-0.9,0.0,,92,E,3,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),เพชรบุรี,1010.29,28.0,32.0,-0.8,25.0,-0.3,0.0,,77,S,4,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),หัวหิน,1009.11,26.2,34.2,0.4,26.0,1.4,0.0,,84,S,4,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),หนองพลับ สกษ.,1009.29,23.0,38.2,0.5,22.0,-0.6,0.0,,84,NNE,5,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),ชุมพร,1008.78,23.9,34.3,0.5,23.6,0.0,0.0,,94,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),สวี สกษ.,1008.93,22.3,35.7,0.9,22.3,-1.2,0.0,,95,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),สุราษฎร์ธานี,1009.02,21.8,35.6,1.1,21.8,-0.2,0.0,,95,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),เกาะสมุย,1009.09,28.1,30.7,0.4,25.6,1.1,0.0,,82,SE,3,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),นครศรีธรรมราช,1008.88,23.0,32.0,-0.5,22.9,1.3,0.0,,96,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),ฉวาง,1008.74,21.0,36.9,1.2,20.8,0.3,0.0,,95,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),พัทลุง สกษ.,1008.77,22.9,32.8,0.2,22.7,-0.1,0.0,,96,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),คอหงษ์ สกษ.,1008.23,24.8,33.6,-0.6,23.6,-0.3,0.0,,93,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),สะเดา,1008.72,22.1,35.8,-0.4,21.3,0.2,0.0,,96,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),สงขลา,1008.96,25.5,32.1,-0.4,24.7,-0.2,0.0,,84,SSE,2,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),หาดใหญ่,1008.85,23.3,35.3,-0.1,21.1,-0.1,0.0,,93,N,1,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),ปัตตานี,1008.27,22.2,35.3,-0.6,22.0,-0.4,0.0,,95,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),ยะลา สกษ.,1009.26,22.0,36.6,-0.6,21.6,-0.2,0.0,,93,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันออก),นราธิวาส,1008.83,23.4,32.0,0.2,22.9,0.1,0.0,,86,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),ระนอง,1009.02,23.9,36.4,1.2,23.0,-0.5,0.0,,83,NNE,3,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),ตะกั่วป่า,1007.50,23.8,35.2,0.2,23.3,0.2,0.0,,83,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),ภูเก็ต (ศูนย์ฯ),1007.45,26.1,36.6,0.1,24.8,2.6,0.0,,74,ESE,6,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),เกาะลันตา,1007.71,25.6,35.9,-1.0,25.1,1.8,0.0,,93,E,3,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),กระบี่,1008.62,22.5,37.3,0.7,,,0.0,,92,NNE,3,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),ตรัง,1008.12,22.0,36.8,0.6,21.6,-0.3,0.0,,89,C,0,2026-03-28
ภาคใต้ (ฝั่งตะวันตก),สตูล,1008.61,23.8,38.7,-0.1,23.0,1.0,0.0,,85,C,0,2026-03-28
